4509 Metro Las Tablas                                                                                                                                                                                         -3.6697338 40.5098905
4510 Camino de Santiago-San Millán Cogolla                                                                                                                                                                    -3.6718307 40.5075946
4511 Camino de Santiago-San Juan de Ortega                                                                                                                                                                    -3.6724373 40.5055821
4512 Camino de Santiago-Atapuerca                                                                                                                                                                             -3.6733008 40.5024194
4513 Camino de Santiago-Valcarlos                                                                                                                                                                             -3.6722168 40.4991645
4514 Valcarlos-Puente La Reina                                                                                                                                                                                -3.6691421 40.5017949
4515 Sauceda-Azul                                                                                                                                                                                             -3.6657834 40.5030576
4516 Sauceda-Abetal                                                                                                                                                                                           -3.6631679 40.5040501
4517 Ana de Austria-Alcalá Zamora                                                                                                                                                                             -3.653589 40.4987443
4518 Metro Blasco Ibáñez                                                                                                                                                                                      -3.6547017 40.4952516
4519 Príncipe Carlos-Ingeniero Herrera                                                                                                                                                                        -3.6523838 40.4937106
4520 Ingeniero Emilio Herrera-Princesa Éboli                                                                                                                                                                  -3.6540635 40.4915885
4521 Francisco Pi y Margall-Alcalde Moreno Torres                                                                                                                                                             -3.6535789 40.4898706
4522 Alcalá Zamora-Antonio Saura                                                                                                                                                                              -3.6472858 40.4855231
4523 Estación Hortaleza-Polideportivo                                                                                                                                                                         -3.6512411 40.4807127
4524 Estación Hortaleza-Chaves Nogales                                                                                                                                                                        -3.6529522 40.4790048
4525 Estación Hortaleza-Virgen del Carmen                                                                                                                                                                     -3.6549 40.4755163
4526 Plaza Castilla                                                                                                                                                                                           -3.6877166 40.4698077
4527 Castellana-Nudo Norte                                                                                                                                                                                    -3.6836886 40.4819127
4528 Avenida de Burgos-Avenida de Manoteras                                                                                                                                                                   -3.6710174 40.4913112
4529 Avenida de Burgos-Pi y Margall                                                                                                                                                                           -3.6661571 40.4961771
4530 Pi y Margall-Ana de Austria                                                                                                                                                                              -3.6636701 40.495804
4531 Pi y Margall-Isabel de Valois                                                                                                                                                                            -3.6607152 40.4939336
4532 Ana de Austria-Princesa de Éboli                                                                                                                                                                         -3.6569623 40.4952207
4533 Sanchinarro                                                                                                                                                                                              -3.6567986 40.5020729
4534 Alcalá Zamora-María Tudor                                                                                                                                                                                -3.6571316 40.5018008
4535 Ana de Austria-Principe Carlos                                                                                                                                                                           -3.6567808 40.4958209
4536 Pi y Margall-Isabel de Valois                                                                                                                                                                            -3.6604486 40.4941964
4537 Pi y Margall-Ana de Austria                                                                                                                                                                              -3.6633482 40.4960311
4538 Avenida de Burgos 93                                                                                                                                                                                     -3.6687033 40.4958155
4539 Avenida de Burgos 89                                                                                                                                                                                     -3.6708567 40.4934607
4540 Avenida de Burgos-Avenida de Manoteras                                                                                                                                                                   -3.6717495 40.49187
4541 Avenida de Burgos-Avenida de Manoteras                                                                                                                                                                   -3.6705991 40.4908136
4542 Avenida de Manoteras-Oña                                                                                                                                                                                 -3.6684619 40.4907044
4543 Oña-Hospital                                                                                                                                                                                             -3.6663238 40.4909915
4544 Oña-Infanta María                                                                                                                                                                                        -3.6638848 40.4911362
4545 Oña-Centro Deportivo                                                                                                                                                                                     -3.660801 40.4913655
4546 Pi y Margall-Blasco Ibáñez                                                                                                                                                                               -3.6570119 40.4916079
4547 Fuerzas Armadas-Pi y Margall                                                                                                                                                                             -3.6402727 40.4865577
4548 Fuerzas Armadas-Parque Valdebebas                                                                                                                                                                        -3.6354553 40.4876924
4549 Fuerzas Armadas-Maragatería                                                                                                                                                                              -3.6308349 40.4877853
4550 Fuerzas Armadas-Maestra Dolores Marco                                                                                                                                                                    -3.6266003 40.4852362
4551 Fuerzas Armadas-Maestra Dolores Marco                                                                                                                                                                    -3.6267735 40.4855056
4552 Fuerzas Armadas-Maragatería                                                                                                                                                                              -3.6308531 40.4879248
4553 Fuerzas Armadas-Parque Valdebebas                                                                                                                                                                        -3.6357636 40.4876997
4554 Fuerzas Armadas-Pi y Margall                                                                                                                                                                             -3.6405576 40.4865831
4555 Ingeniero Herrera-Moreno Torres                                                                                                                                                                          -3.6562549 40.4898374
4556 Virgen del Cortijo                                                                                                                                                                                       -3.6642218 40.489936
4557 Avenida de Manoteras                                                                                                                                                                                     -3.6660338 40.4902274
4558 Avenida de Manoteras-Oña                                                                                                                                                                                 -3.6681489 40.4905305
4559 Avenida de Burgos-Avenida de Manoteras                                                                                                                                                                   -3.6708153 40.490934
4560 Nudo de Manoteras                                                                                                                                                                                        -3.6723983 40.4891545
4561 Avenida Burgos-Avenida San Luis                                                                                                                                                                          -3.6746926 40.482934
4562 Plaza Castilla                                                                                                                                                                                           -3.6873951 40.4699088
4563 Castellana-Hospital La Paz                                                                                                                                                                               -3.6840338 40.4805818
4564 Hospital Ramón y Cajal                                                                                                                                                                                   -3.6956796 40.4895392
4565 Carretera de Colmenar-Badalona                                                                                                                                                                           -3.6975791 40.494753
4566 Federico Mompou-Isabel Colbrand                                                                                                                                                                          -3.6779054 40.5125996
4567 Isabel Colbrand-Molinaseca                                                                                                                                                                               -3.6753175 40.5126418
4568 Isabel Colbrand-Palas de Rey                                                                                                                                                                             -3.6724034 40.5137894
4569 Glorieta de Lalín                                                                                                                                                                                        -3.6691987 40.5129386
4570 Camino de Santiago-San Millán Cogolla                                                                                                                                                                    -3.6711378 40.5073509
4571 San Millán de la Cogolla-Atapuerca                                                                                                                                                                       -3.6680927 40.5052694
4572 Valcarlos-San Millán de la Cogolla                                                                                                                                                                       -3.6657264 40.504684
4573 Las Tablas Norte                                                                                                                                                                                         -3.6644527 40.5061598
4574 Valcarlos-San Millán de la Cogolla                                                                                                                                                                       -3.6659896 40.5048582
4575 San Millán de la Cogolla-Atapuerca                                                                                                                                                                       -3.6678784 40.5060905
4576 Camino de Santiago-San Millán Cogolla                                                                                                                                                                    -3.6706472 40.5079753
4577 Glorieta de Lalín                                                                                                                                                                                        -3.6686553 40.5133787
4578 Isabel Colbrand-María Tubau                                                                                                                                                                              -3.6701987 40.5156805
4579 Hospital Ramón y Cajal                                                                                                                                                                                   -3.695793 40.4890971
4580 Castellana-Hospital La Paz                                                                                                                                                                               -3.6848131 40.4815096
4581 Plaza Castilla                                                                                                                                                                                           -3.6874295 40.4697779
4582 Quintanavides                                                                                                                                                                                            -3.6660581 40.4988398
4583 Foresta                                                                                                                                                                                                  -3.6683783 40.499412
4584 Camino de Santiago-Valcarlos                                                                                                                                                                             -3.6722561 40.4986688
4585 Castiello de Jaca-Puente la Reina                                                                                                                                                                        -3.6745685 40.5047093
4586 Castiello de Jaca-Burguete                                                                                                                                                                               -3.6751423 40.5061023
4587 Santo Domingo Calzada-Castiello de Jaca                                                                                                                                                                  -3.6757284 40.5100358
4588 Santo Domingo de la Calzada-Rabanal                                                                                                                                                                      -3.6712296 40.510562
4589 Monte del Gozo                                                                                                                                                                                           -3.666533 40.5111252
4590 Tierra de Melide-Atapuerca                                                                                                                                                                               -3.6640513 40.5093648
4591 Valcarlos-Tierra de Melide                                                                                                                                                                               -3.6622557 40.5080147
4592 Las Tablas Sur                                                                                                                                                                                           -3.6636246 40.5075069
4593 Tierra de Melide-Atapuerca                                                                                                                                                                               -3.6634425 40.5098728
4594 Monte del Gozo                                                                                                                                                                                           -3.6659732 40.5115519
4595 Metro Las Tablas                                                                                                                                                                                         -3.6697469 40.5106066
4596 Santo Domingo de la Calzada-Rabanal                                                                                                                                                                      -3.6721052 40.5109668
4597 Santo Domingo Calzada-Castiello de Jaca                                                                                                                                                                  -3.6759685 40.5102956
4598 Castiello de Jaca-Berdún                                                                                                                                                                                 -3.6766573 40.5094268
4599 Castiello de Jaca-Burguete                                                                                                                                                                               -3.6756971 40.5066216
4600 Castiello de Jaca-Puente la Reina                                                                                                                                                                        -3.6745197 40.5033763
4601 Camino de Santiago-Atapuerca                                                                                                                                                                             -3.673816 40.5014615
4602 Camino de Santiago-Valcarlos                                                                                                                                                                             -3.6726868 40.4985537
4603 Quintanadueñas                                                                                                                                                                                           -3.6687437 40.5006261
4604 Quintanavides                                                                                                                                                                                            -3.6660856 40.4985694
4605 San Aquilino                                                                                                                                                                                             -3.6887244 40.4703062
4606 Plaza del Este                                                                                                                                                                                           -3.6882769 40.4735657
4607 Matilde Landa                                                                                                                                                                                            -3.6904759 40.4742102
4608 Plaza del Norte                                                                                                                                                                                          -3.6930127 40.4751139
4609 Nador                                                                                                                                                                                                    -3.6945565 40.4737353
4610 Sorolla-Avenida de Asturias                                                                                                                                                                              -3.6953793 40.4728024
4611 Paseo de la Dirección-Molina                                                                                                                                                                             -3.7005862 40.4734151
4612 Paseo de la Dirección-Cantueso                                                                                                                                                                           -3.7017953 40.4716375
4613 Plaza Calicanto                                                                                                                                                                                          -3.7032926 40.4698627
4614 Robledo                                                                                                                                                                                                  -3.7030528 40.4664542
4615 Marqués de Viana                                                                                                                                                                                         -3.7046632 40.4661651
4616 Aligustre                                                                                                                                                                                                -3.7046883 40.4676425
4617 Pinos Baja-Blanco Argibay                                                                                                                                                                                -3.7028069 40.4690638
4618 Pinos Baja-Arroyo                                                                                                                                                                                        -3.7006906 40.4710857
4619 Pinos Baja-Molina                                                                                                                                                                                        -3.6990543 40.4726947
4620 Avenida de Asturias-Pinos Baja                                                                                                                                                                           -3.6978604 40.4735262
4621 Avenida de Asturias-Rosario Romero                                                                                                                                                                       -3.6959216 40.4721235
4622 Joaquín Dicenta                                                                                                                                                                                          -3.6935859 40.4735609
4623 Mártires de la Ventilla                                                                                                                                                                                  -3.6900142 40.4725373
4624 Mártires de la Ventilla-Castellana                                                                                                                                                                       -3.6878916 40.4718607
4625 Plaza Castilla                                                                                                                                                                                           -3.6873544 40.4700396
4626 Travesía Costa Brava                                                                                                                                                                                     -3.698859 40.4972677
4627 Centro Universitario Villanueva                                                                                                                                                                          -3.7004462 40.4974383
4628 Centro Universitario Villanueva                                                                                                                                                                          -3.7004549 40.4969608
4629 Plaza Castilla                                                                                                                                                                                           -3.6879275 40.467284
4630 Arganzuela Planetario                                                                                                                                                                                    -3.6879495 40.3954774
4631 Legazpi                                                                                                                                                                                                  -3.6929217 40.3933937
4632 Viveros RAGA                                                                                                                                                                                             -3.682222 40.379295
4633 Parque Lineal del Manzanares                                                                                                                                                                             -3.6809292 40.3758701
4634 Caja Mágica                                                                                                                                                                                              -3.6788506 40.3717787
4635 Santa Catalina                                                                                                                                                                                           -3.6735715 40.3696113
4636 Instituto Raúl Vázquez                                                                                                                                                                                   -3.6626735 40.3696112
4637 Instituto Raúl Vázquez                                                                                                                                                                                   -3.6626673 40.3697239
4638 Santa Catalina                                                                                                                                                                                           -3.673459 40.3699949
4639 Caja Mágica                                                                                                                                                                                              -3.6787942 40.3719547
4640 Parque Lineal del Manzanares                                                                                                                                                                             -3.6793695 40.375618
4641 Viveros RAGA                                                                                                                                                                                             -3.6818802 40.3796078
4642 Avenida de América                                                                                                                                                                                       -3.6754316 40.4400019
4643 Aeropuerto T4                                                                                                                                                                                            -3.5922424 40.494039
4644 Estación de Atocha                                                                                                                                                                                       -3.6885599 40.408582
4645 Cibeles                                                                                                                                                                                                  -3.6913589 40.4205924
4646 Aeropuerto T4                                                                                                                                                                                            -3.5922638 40.4939218
4647 Aeropuerto T1-Llegadas                                                                                                                                                                                   -3.5696532 40.4659454
4648 Metro O Donnell                                                                                                                                                                                          -3.6670058 40.4230688
4649 Diego de León                                                                                                                                                                                            -3.6739473 40.435524
4650 Felipe II                                                                                                                                                                                                -3.6746224 40.4262453
4651 Juan Esplandiú-Sainz de Baranda                                                                                                                                                                          -3.6632721 40.4205046
4652 Juan Esplandiú 9                                                                                                                                                                                         -3.6609425 40.4203468
4653 Parque Roma                                                                                                                                                                                              -3.662276 40.4185464
4654 Juan Esplandiú 4                                                                                                                                                                                         -3.661518 40.4184426
4655 Juan Esplandiú 9                                                                                                                                                                                         -3.6603707 40.4204492
4656 Juan Esplandiú-Sainz de Baranda                                                                                                                                                                          -3.6634251 40.4205939
4657 Pelícano-Argüeso                                                                                                                                                                                         -3.72572 40.3855663
4658 Camino Viejo Leganés-Pelícano                                                                                                                                                                            -3.727709 40.3855403
4659 Plaza Tarifa                                                                                                                                                                                             -3.7291342 40.3860898
4660 San José Obrero                                                                                                                                                                                          -3.7317077 40.3871772
4661 Pacífico                                                                                                                                                                                                 -3.6732078 40.4027444
4662 Javier de Miguel-Costabona                                                                                                                                                                               -3.6567769 40.3885055
4663 Javier de Miguel-San Anselmo                                                                                                                                                                             -3.656038 40.3882754
4664 Javier de Miguel-Puerto Velate                                                                                                                                                                           -3.6544056 40.3863207
4665 Buenos Aires-Pedro Laborde                                                                                                                                                                               -3.6513795 40.3858873
4666 Lago Calafate                                                                                                                                                                                            -3.648354 40.3857917
4667 Leoneses-Villalobos                                                                                                                                                                                      -3.6465725 40.3844143
4668 Parque de Palomeras                                                                                                                                                                                      -3.6518668 40.3797629
4669 Parque de Palomeras                                                                                                                                                                                      -3.6503164 40.3811635
4670 Pablo Neruda-Villalobos                                                                                                                                                                                  -3.6496264 40.3829512
4671 Leoneses-Villalobos                                                                                                                                                                                      -3.6462459 40.3843756
4672 Lago Calafate                                                                                                                                                                                            -3.6482641 40.3859724
4673 Buenos Aires-Pedro Laborde                                                                                                                                                                               -3.6513991 40.3860944
4674 Javier de Miguel-Puerto Velate                                                                                                                                                                           -3.6541239 40.3863898
4675 Javier de Miguel-San Anselmo                                                                                                                                                                             -3.6550653 40.3875242
4676 Javier de Miguel-Costabona                                                                                                                                                                               -3.656686 40.3886546
4677 Estación de Atocha                                                                                                                                                                                       -3.6884284 40.4086864
4678 Moncloa                                                                                                                                                                                                  -3.7165146 40.4356374
4679 Metro Puerta de Toledo                                                                                                                                                                                   -3.7099935 40.4089839
4680 Colegiata                                                                                                                                                                                                -3.7056723 40.4149833
4681 Benavente                                                                                                                                                                                                -3.7015635 40.4165759
4682 Canalejas                                                                                                                                                                                                -3.6994813 40.4181021
4683 Valverde                                                                                                                                                                                                 -3.700473 40.4238663
4684 San Ildefonso                                                                                                                                                                                            -3.7011978 40.4256232
4685 Corredera                                                                                                                                                                                                -3.7026942 40.4246682
4686 Pez-Jesús del Valle                                                                                                                                                                                      -3.704146 40.4257314
4687 Noviciado                                                                                                                                                                                                -3.7056956 40.4262355
4688 Reyes                                                                                                                                                                                                    -3.7075394 40.4262377
4689 Comendadoras                                                                                                                                                                                             -3.7080397 40.4283112
4690 Conde Duque                                                                                                                                                                                              -3.7082464 40.4300307
4691 Princesa-Centro Comercial                                                                                                                                                                                -3.7133719 40.4314361
4692 Argüelles                                                                                                                                                                                                -3.713712 40.4322764
4693 Santa Cruz Marcenado                                                                                                                                                                                     -3.7114127 40.4313761
4694 Conde Duque                                                                                                                                                                                              -3.7084818 40.4305248
4695 Centro Cultural Conde Duque                                                                                                                                                                              -3.709567 40.428892
4696 Travesia Conde Duque                                                                                                                                                                                     -3.7083272 40.4276158
4697 Noviciado                                                                                                                                                                                                -3.7063328 40.4274208
4698 La Palma-San Andrés                                                                                                                                                                                      -3.7022941 40.4281346
4699 San Ildefonso                                                                                                                                                                                            -3.7009898 40.4260299
4700 Barco                                                                                                                                                                                                    -3.7014502 40.4238199
4701 Metro Gran Vía                                                                                                                                                                                           -3.7008459 40.421819
4702 Canalejas                                                                                                                                                                                                -3.6991747 40.4180949
4703 San Sebastián-Atocha                                                                                                                                                                                     -3.7004388 40.4155602
4704 Benavente                                                                                                                                                                                                -3.7019228 40.4159881
4705 Toledo-Colegiata San Isidro                                                                                                                                                                              -3.7063075 40.4149299
4706 Puerta de Toledo                                                                                                                                                                                         -3.7102188 40.4081311
