original_id,name,lat,lon,layer,type,node_id
109                                               ,Alfonso XIII-Paseo de La Habana                                                                                                                                                                         ,40.4622456,-3.679184,bus,stop,4116
107                                               ,Fray Bernardino Sahagún                                                                                                                                                                                 ,40.4630504,-3.6809808999999998,bus,stop,4117
105                                               ,Madre Molas                                                                                                                                                                                             ,40.4644917,-3.6832852,bus,stop,4118
103                                               ,Padre Damián-Pedro Muguruza                                                                                                                                                                             ,40.4636895,-3.6841167,bus,stop,4119
101                                               ,Alberto Alcocer-Padre Damián                                                                                                                                                                            ,40.4613277,-3.6843604,bus,stop,4120
99                                                ,Padre Damián-Lázaro Galdiano                                                                                                                                                                            ,40.4593941,-3.6845542,bus,stop,4121
97                                                ,Padre Damián-Rafael Salgado                                                                                                                                                                             ,40.456584,-3.6859615,bus,stop,4122
51173                                             ,Padre Damián-Concha Espina                                                                                                                                                                              ,40.4541746,-3.6851133,bus,stop,4123
5715                                              ,Canillejas                                                                                                                                                                                              ,40.4510084,-3.6085489,bus,stop,4124
5197                                              ,Avenida de Logroño-Bahía de Almería                                                                                                                                                                     ,40.4641672,-3.5892132,bus,stop,4125
5198                                              ,Bahía de Palma-Bahía de Almería                                                                                                                                                                         ,40.4656652,-3.5904807,bus,stop,4126
5199                                              ,Bahía de Pollensa-Bahía de Gando                                                                                                                                                                        ,40.4676744,-3.5913221,bus,stop,4127
4170                                              ,Bahía de la Concha                                                                                                                                                                                      ,40.4691705,-3.5929734,bus,stop,4128
4158                                              ,Valhondo-Tornado                                                                                                                                                                                        ,40.4727008,-3.5932032,bus,stop,4129
4162                                              ,Playa de Barlovento                                                                                                                                                                                     ,40.4750063,-3.5916091,bus,stop,4130
5592                                              ,Playa de Zarauz                                                                                                                                                                                         ,40.4749564,-3.589021,bus,stop,4131
4164                                              ,Playa de América                                                                                                                                                                                        ,40.4754034,-3.5861637,bus,stop,4132
4166                                              ,Playa de Riazor                                                                                                                                                                                         ,40.4772923,-3.5840776,bus,stop,4133
51135                                             ,Arroyomolino-Alhaurín                                                                                                                                                                                   ,40.4768153,-3.5822084,bus,stop,4134
4169                                              ,Barajas                                                                                                                                                                                                 ,40.4775853,-3.5813671,bus,stop,4135
4167                                              ,Playa de Riazor                                                                                                                                                                                         ,40.4773548,-3.5841877,bus,stop,4136
4165                                              ,Playa de América                                                                                                                                                                                        ,40.4754611,-3.5863412,bus,stop,4137
5593                                              ,Playa de Zarauz                                                                                                                                                                                         ,40.4750869,-3.5890528,bus,stop,4138
4163                                              ,Playa de Barlovento                                                                                                                                                                                     ,40.4750844,-3.592179,bus,stop,4139
4159                                              ,Valhondo-Tornado                                                                                                                                                                                        ,40.4727174,-3.5934758,bus,stop,4140
4171                                              ,Bahía de la Concha                                                                                                                                                                                      ,40.4691291,-3.5931342,bus,stop,4141
5202                                              ,Bahía de Pollensa-Bahía de Gando                                                                                                                                                                        ,40.4673274,-3.5922469,bus,stop,4142
5203                                              ,Bahía de Palma-Bahía de Almería                                                                                                                                                                         ,40.4658701,-3.5909406,bus,stop,4143
5204                                              ,Avenida de Logroño-Bahía de Palma                                                                                                                                                                       ,40.4637212,-3.5900965,bus,stop,4144
5091                                              ,Felipe II                                                                                                                                                                                               ,40.4259439,-3.6753311,bus,stop,4145
5230                                              ,O Donnell-Retiro                                                                                                                                                                                        ,40.4236933,-3.6788922,bus,stop,4146
5232                                              ,Mariano de Cavia                                                                                                                                                                                        ,40.4089597,-3.6779957,bus,stop,4147
5234                                              ,Menéndez Pelayo-Granada                                                                                                                                                                                 ,40.4072778,-3.6790631,bus,stop,4148
2921                                              ,Méndez Álvaro-Terminal                                                                                                                                                                                  ,40.3953653,-3.67641,bus,stop,4149
5236                                              ,Metro Menéndez Pelayo                                                                                                                                                                                   ,40.4058416,-3.6796943,bus,stop,4150
5235                                              ,Menéndez Pelayo-Granada                                                                                                                                                                                 ,40.4072299,-3.6787765,bus,stop,4151
5233                                              ,Mariano de Cavia                                                                                                                                                                                        ,40.4088261,-3.6777429,bus,stop,4152
5231                                              ,O Donnell-Retiro                                                                                                                                                                                        ,40.4238253,-3.6786578,bus,stop,4153
1070                                              ,Las Rosas                                                                                                                                                                                               ,40.4268341,-3.6048426,bus,stop,4154
1072                                              ,Ginebra-Suecia                                                                                                                                                                                          ,40.4257051,-3.6036695,bus,stop,4155
1209                                              ,Avenida de Guadalajara-Albericia                                                                                                                                                                        ,40.4245835,-3.6113834,bus,stop,4156
1087                                              ,Arcos de Jalón-Albericia                                                                                                                                                                                ,40.4266677,-3.6141962,bus,stop,4157
3019                                              ,Arcentales-Avenida de Canillejas                                                                                                                                                                        ,40.4362682,-3.6122335,bus,stop,4158
3017                                              ,Arcentales-San Romualdo                                                                                                                                                                                 ,40.4358037,-3.6174273,bus,stop,4159
1088                                              ,San Romualdo-Cronos                                                                                                                                                                                     ,40.4378756,-3.6191442,bus,stop,4160
1249                                              ,Conde de las Posadas                                                                                                                                                                                    ,40.4555234,-3.6133985,bus,stop,4161
1258                                              ,Prunos-Sándalo                                                                                                                                                                                          ,40.4562901,-3.6166013,bus,stop,4162
1259                                              ,Prunos-Petunias                                                                                                                                                                                         ,40.4556369,-3.6183021,bus,stop,4163
1305                                              ,Arroyo del Santo                                                                                                                                                                                        ,40.4557864,-3.6206586,bus,stop,4164
5847                                              ,Mar de Cristal                                                                                                                                                                                          ,40.4711915,-3.6364532,bus,stop,4165
1326                                              ,Boj                                                                                                                                                                                                     ,40.4577611,-3.6169645,bus,stop,4166
1328                                              ,Prunos-Sándalo                                                                                                                                                                                          ,40.4567119,-3.6160667,bus,stop,4167
1253                                              ,Conde de las Posadas                                                                                                                                                                                    ,40.4555796,-3.6138314,bus,stop,4168
1133                                              ,Avenida de Canillejas-Néctar                                                                                                                                                                            ,40.4429815,-3.6144862,bus,stop,4169
1089                                              ,San Romualdo-Cronos                                                                                                                                                                                     ,40.4377031,-3.6193839,bus,stop,4170
3016                                              ,Arcentales-San Romualdo                                                                                                                                                                                 ,40.4355307,-3.6170966,bus,stop,4171
3018                                              ,Arcentales-Avenida de Canillejas                                                                                                                                                                        ,40.4359198,-3.6125354,bus,stop,4172
1337                                              ,Arcos de Jalón-Instituto                                                                                                                                                                                ,40.427256,-3.6136828,bus,stop,4173
1208                                              ,Avenida de Guadalajara-Albericia                                                                                                                                                                        ,40.42442,-3.6116413,bus,stop,4174
3906                                              ,Plaza Elíptica                                                                                                                                                                                          ,40.3863899,-3.7171673,bus,stop,4175
3726                                              ,Óbolo                                                                                                                                                                                                   ,40.3726336,-3.7399556,bus,stop,4176
2960                                              ,Euro-Aguacate                                                                                                                                                                                           ,40.3703876,-3.7403897,bus,stop,4177
2961                                              ,Euro-Peso Hispano                                                                                                                                                                                       ,40.3687973,-3.7418218,bus,stop,4178
2962                                              ,Euro-Duro                                                                                                                                                                                               ,40.3672812,-3.7436282,bus,stop,4179
3883                                              ,Euro-Maravedí                                                                                                                                                                                           ,40.3661719,-3.7472982,bus,stop,4180
719                                               ,La Peseta-Valle del Boi                                                                                                                                                                                 ,40.3676966,-3.7621525,bus,stop,4181
720                                               ,La Peseta-La Fortuna                                                                                                                                                                                    ,40.3715009,-3.7645125,bus,stop,4182
4265                                              ,La Fortuna-Joaquín Turina                                                                                                                                                                               ,40.3739656,-3.7644071,bus,stop,4183
774                                               ,Blas Cabrera-Casuarina                                                                                                                                                                                  ,40.3801058,-3.7636489,bus,stop,4184
802                                               ,Vidauba-Rodrigo de Arana                                                                                                                                                                                ,40.3831693,-3.761536,bus,stop,4185
903                                               ,Vidauba-Damasquillo                                                                                                                                                                                     ,40.3854062,-3.7624919,bus,stop,4186
904                                               ,Junta Municipal Latina                                                                                                                                                                                  ,40.3866598,-3.761607,bus,stop,4187
5685                                              ,Aluche                                                                                                                                                                                                  ,40.3869913,-3.7591553,bus,stop,4188
591                                               ,Vidauba-Damasquillo                                                                                                                                                                                     ,40.3854946,-3.7627558,bus,stop,4189
598                                               ,Vidauba                                                                                                                                                                                                 ,40.3833382,-3.7618796,bus,stop,4190
611                                               ,Blas Cabrera-Casuarina                                                                                                                                                                                  ,40.3802765,-3.7637208,bus,stop,4191
627                                               ,La Fortuna-Joaquín Turina                                                                                                                                                                               ,40.3745455,-3.7645841,bus,stop,4192
628                                               ,La Peseta-La Fortuna                                                                                                                                                                                    ,40.3712788,-3.764719,bus,stop,4193
637                                               ,La Peseta-Valle del Boi                                                                                                                                                                                 ,40.3674955,-3.7626,bus,stop,4194
1891                                              ,Maravedí                                                                                                                                                                                                ,40.3650681,-3.7466334,bus,stop,4195
2809                                              ,Euro-Maravedí                                                                                                                                                                                           ,40.3663962,-3.746753,bus,stop,4196
2861                                              ,Euro-Duro                                                                                                                                                                                               ,40.3671471,-3.7434593,bus,stop,4197
2863                                              ,Euro-Peso Hispano                                                                                                                                                                                       ,40.3687085,-3.7416114,bus,stop,4198
2877                                              ,Euro-Aguacate                                                                                                                                                                                           ,40.3702535,-3.7402171,bus,stop,4199
2895                                              ,Euro-Óbolo                                                                                                                                                                                              ,40.3717378,-3.738455,bus,stop,4200
2935                                              ,Euro-Enrique de Oro                                                                                                                                                                                     ,40.3737377,-3.7370508,bus,stop,4201
5687                                              ,Avenida de los Poblados-Carretera Toledo                                                                                                                                                                ,40.3764834,-3.7180598,bus,stop,4202
3719                                              ,Méndez Álvaro                                                                                                                                                                                           ,40.3979375,-3.6786946,bus,stop,4203
51095                                             ,Legazpi                                                                                                                                                                                                 ,40.392238999999996,-3.6939291,bus,stop,4204
1747                                              ,Plaza de España-Terminal                                                                                                                                                                                ,40.4263923,-3.7095072,bus,stop,4205
10774                                             ,Guadarrama-Grandeza Española                                                                                                                                                                            ,40.4137265,-3.7303481,bus,stop,4206
10775                                             ,Guadarrama-Paseo Jesuitas                                                                                                                                                                               ,40.4125377,-3.7295776,bus,stop,4207
10776                                             ,Galiana-Cerro Bermejo                                                                                                                                                                                   ,40.4115472,-3.7309197,bus,stop,4208
10777                                             ,Paseo Jesuitas-Agila                                                                                                                                                                                    ,40.4095144,-3.7339671,bus,stop,4209
51114                                             ,Paseo Jesuitas-Salvador Crespo                                                                                                                                                                          ,40.4077681,-3.7344483,bus,stop,4210
10779                                             ,Paseo Olivos-Costanilla de los Olivos                                                                                                                                                                   ,40.4074926,-3.736686,bus,stop,4211
10780                                             ,Paseo Olivos - Avenida de los Apóstoles                                                                                                                                                                 ,40.4075383,-3.7386959,bus,stop,4212
10781                                             ,Huerta de Castañeda-Paseo de los Olivos                                                                                                                                                                 ,40.407946,-3.7404453,bus,stop,4213
15695                                             ,Alhambra-Los Cármenes                                                                                                                                                                                   ,40.3982083,-3.7423839,bus,stop,4214
10790                                             ,Jaraíz de la Vera-Higueras                                                                                                                                                                              ,40.4088504,-3.7427173,bus,stop,4215
51111                                             ,Vicente Camarón-Huerta Castañeda                                                                                                                                                                        ,40.4080503,-3.7403412,bus,stop,4216
51112                                             ,Vicente Camarón-Av.de los Apóstoles                                                                                                                                                                     ,40.4079622,-3.7386254,bus,stop,4217
51113                                             ,Vicente Camarón-Costanilla de los Olivos                                                                                                                                                                ,40.407846,-3.7363617,bus,stop,4218
10794                                             ,Salvador Crespo-Paseo de los Olivos                                                                                                                                                                     ,40.4073987,-3.7344542,bus,stop,4219
10795                                             ,Paseo de los Olivos-María del Carmen                                                                                                                                                                    ,40.4077939,-3.7318009,bus,stop,4220
10796                                             ,María del Carmen-Campillo                                                                                                                                                                               ,40.4089103,-3.7311991,bus,stop,4221
10797                                             ,María del Carmen-Jaime Tercero                                                                                                                                                                          ,40.4103069,-3.7304599,bus,stop,4222
10798                                             ,Galiana-Pericles                                                                                                                                                                                        ,40.4112036,-3.7311141,bus,stop,4223
10799                                             ,Paseo Jesuitas-Santa Úrsula                                                                                                                                                                             ,40.4124774,-3.7291276,bus,stop,4224
10900                                             ,Santa Úrsula-Antonio Zamora                                                                                                                                                                             ,40.414279,-3.7291592,bus,stop,4225
4588                                              ,Alsacia                                                                                                                                                                                                 ,40.4191447,-3.6218655,bus,stop,4226
5306                                              ,Avenida de Canillejas-Plaza Vicalvarada                                                                                                                                                                 ,40.4121382,-3.6086929,bus,stop,4227
7101                                              ,Boyer-Rivas                                                                                                                                                                                             ,40.404279,-3.589327,bus,stop,4228
7102                                              ,Boyer-Vigil                                                                                                                                                                                             ,40.4061777,-3.5862073,bus,stop,4229
4796                                              ,Torrejón de la Calzada-Cerceda                                                                                                                                                                          ,40.4077975,-3.5767153,bus,stop,4230
4801                                              ,Miguel Delibes-Alto del Esparragal                                                                                                                                                                      ,40.408522,-3.5622307,bus,stop,4231
51003                                             ,Miguel Delibes-Mario Moreno Cantinflas                                                                                                                                                                  ,40.4068975,-3.5591121,bus,stop,4232
5299                                              ,Mario Moreno Cantinflas-Victoria Kent                                                                                                                                                                   ,40.4033503,-3.5623438,bus,stop,4233
5302                                              ,Victoria Kent-Arroyo Cañaveral                                                                                                                                                                          ,40.4004689,-3.5573631,bus,stop,4234
5308                                              ,Luis Ocaña-Gales                                                                                                                                                                                        ,40.3978757,-3.5523768,bus,stop,4235
51006                                             ,Alcalde Andrés Madrid Dávila-Pilar Bellosillo                                                                                                                                                           ,40.4000891,-3.5472864,bus,stop,4236
5313                                              ,Alcalde Andrés Madrid Dávila-Casa Tilly                                                                                                                                                                 ,40.4028998,-3.5473184,bus,stop,4237
51171                                             ,Blas de Lezo-Cerro del Tesoro                                                                                                                                                                           ,40.4081059,-3.551361,bus,stop,4238
51170                                             ,Ferenc Puskas-Casa Tilly                                                                                                                                                                                ,40.4029037,-3.5455371,bus,stop,4239
51007                                             ,Ferenc Puskas-Pilar Bellosillo                                                                                                                                                                          ,40.3995206,-3.5455761,bus,stop,4240
5310                                              ,Luis Ocaña-Gales                                                                                                                                                                                        ,40.3979707,-3.5523057,bus,stop,4241
5304                                              ,Victoria Kent-Arroyo Cañaveral                                                                                                                                                                          ,40.400582,-3.557279,bus,stop,4242
50007                                             ,Concejal V.Granizo-Victoria Kent                                                                                                                                                                        ,40.4034349,-3.5597449,bus,stop,4243
4722                                              ,Miguel Delibes-Cantinflas                                                                                                                                                                               ,40.4071251,-3.5586275,bus,stop,4244
4803                                              ,Miguel Delibes-Alto del Esparragal                                                                                                                                                                      ,40.4088476,-3.5619671,bus,stop,4245
4797                                              ,Torrejón de la Calzada-Cerceda                                                                                                                                                                          ,40.4079714,-3.5770791,bus,stop,4246
7182                                              ,Boyer-Vigil                                                                                                                                                                                             ,40.406294,-3.5863626,bus,stop,4247
7183                                              ,Boyer-Rivas                                                                                                                                                                                             ,40.4038027,-3.5908534,bus,stop,4248
5307                                              ,Avenida de Canillejas-Plaza Vicalvarada                                                                                                                                                                 ,40.4121529,-3.6084599,bus,stop,4249
11980                                             ,Moncloa                                                                                                                                                                                                 ,40.4360753,-3.717808,bus,stop,4250
3427                                              ,Vía de las Dos Castillas                                                                                                                                                                                ,40.4512045,-3.7609949,bus,stop,4251
3668                                              ,Carretera de Castilla-IESE                                                                                                                                                                              ,40.4534012,-3.7625871,bus,stop,4252
3429                                              ,Arroyo Pozuelo-Alcornoque                                                                                                                                                                               ,40.4534349,-3.7677065,bus,stop,4253
3431                                              ,Arroyo Pozuelo-Anís                                                                                                                                                                                     ,40.4534022,-3.7712559,bus,stop,4254
3433                                              ,Arroyo Pozuelo-Hinojo                                                                                                                                                                                   ,40.4544233,-3.774841,bus,stop,4255
3600                                              ,Arroyo Pozuelo-Carretera de de Húmera                                                                                                                                                                   ,40.4544109,-3.7773525,bus,stop,4256
5599                                              ,Arroyo Pozuelo-Húmera                                                                                                                                                                                   ,40.4539573,-3.7811654,bus,stop,4257
3435                                              ,Húmera-Vía Láctea                                                                                                                                                                                       ,40.4515795,-3.7810867,bus,stop,4258
4577                                              ,Rosas de Aravaca-Estación                                                                                                                                                                               ,40.4509852,-3.7823726,bus,stop,4259
4578                                              ,Estación de Aravaca-Río Arlanzón                                                                                                                                                                        ,40.4513274,-3.7837195,bus,stop,4260
4580                                              ,Golondrina-Arroyo Pozuelo                                                                                                                                                                               ,40.4534442,-3.7837702,bus,stop,4261
4582                                              ,Golondrina-Virgen de los Rosales                                                                                                                                                                        ,40.4552818,-3.7837964,bus,stop,4262
4584                                              ,Golondrina-Brújula                                                                                                                                                                                      ,40.4571505,-3.7838962,bus,stop,4263
4789                                              ,Golondrina-Veleta                                                                                                                                                                                       ,40.4576442,-3.7821675,bus,stop,4264
4790                                              ,Glorieta Cirilo Martín Martín                                                                                                                                                                           ,40.4576525,-3.7802673,bus,stop,4265
4793                                              ,Carretera de Húmera-Riaza                                                                                                                                                                               ,40.4587857,-3.7785529,bus,stop,4266
3440                                              ,Carretera de Húmera-Fuente del Rey                                                                                                                                                                      ,40.4602463,-3.7777091,bus,stop,4267
5645                                              ,Osa Mayor-Carretera de Húmera                                                                                                                                                                           ,40.4613043,-3.7777987,bus,stop,4268
5646                                              ,Osa Mayor-Bellatrix                                                                                                                                                                                     ,40.4629008,-3.7734803,bus,stop,4269
6272                                              ,Araquil-Paseo Ermita                                                                                                                                                                                    ,40.4623984,-3.7785338,bus,stop,4270
3443                                              ,Pléyades-Ana Teresa                                                                                                                                                                                     ,40.46284,-3.7825101,bus,stop,4271
